seats,mm,pg,vs,eg,ce
8,-0.0033303571904135243,0.02238442035302042,"(0.5001566241928802, 0.5205470232727175, 0.46514905300907766, 0.6892686265021604, 0.32743105517822396, 0.47733952824709686, 0.6022570529037367, 0.4953385085000192, 0.400737840612673, 0.6476976981314108, 0.5346862802541362, 0.6241046733257857, 0.5256919818907858)",0.054304178464405245,736
8,-0.00334147430146714,0.02222414451859542,"(0.5001566241928802, 0.5205470232727175, 0.46514905300907766, 0.6892686265021604, 0.32743105517822396, 0.47733952824709686, 0.6022570529037367, 0.4959316661837491, 0.4002892053726404, 0.6476976981314108, 0.5346862802541362, 0.6241046733257857, 0.5256919818907858)",0.054304178464405245,738
8,-0.0033488578182628848,0.02323069075376444,"(0.5001566241928802, 0.5205470232727175, 0.46514905300907766, 0.686045344097034, 0.32743105517822396, 0.47733952824709686, 0.6022570529037367, 0.4959316661837491, 0.4002892053726404, 0.651016966254883, 0.5346862802541362, 0.6241046733257857, 0.5256919818907858)",0.054304178464405245,737
8,-0.003334488371000921,0.02325942964828866,"(0.5001566241928802, 0.5205470232727175, 0.46514905300907766, 0.686045344097034, 0.330753877242354, 0.47733952824709686, 0.6022570529037367, 0.4924220413052115, 0.4002892053726404, 0.651016966254883, 0.5346862802541362, 0.6241046733257857, 0.5256919818907858)",0.054304178464405245,732
8,-0.003295382979256023,0.02602870085459348,"(0.5001566241928802, 0.5205470232727175, 0.46514905300907766, 0.6328506196999347, 0.330753877242354, 0.47733952824709686, 0.6022570529037367, 0.4924220413052115, 0.4002892053726404, 0.651016966254883, 0.5346862802541362, 0.6767910276302017, 0.5256919818907858)",0.054304178464405245,725
7,-0.0031865648952834613,0.026643465910264237,"(0.49745132021612803, 0.5205470232727175, 0.46514905300907766, 0.6341412885850425, 0.330753877242354, 0.47733952824709686, 0.6022570529037367, 0.4924220413052115, 0.4002892053726404, 0.651016966254883, 0.5346862802541362, 0.6767910276302017, 0.5256919818907858)",-0.010512074166339027,726
7,-0.003207521229661281,0.025093422329858842,"(0.49745132021612803, 0.5205470232727175, 0.46514905300907766, 0.6341412885850425, 0.330753877242354, 0.47733952824709686, 0.5308658397005599, 0.4924220413052115, 0.4002892053726404, 0.651016966254883, 0.5346862802541362, 0.6767910276302017, 0.5973556274408757)",-0.010512074166339027,728
7,-0.0031959679528023033,0.024947369936004497,"(0.4645992864294679, 0.5205470232727175, 0.4978508941965715, 0.6341412885850425, 0.330753877242354, 0.47733952824709686, 0.5308658397005599, 0.4924220413052115, 0.4002892053726404, 0.651016966254883, 0.5346862802541362, 0.6767910276302017, 0.5973556274408757)",-0.010512074166339027,731
7,-0.003214774419547539,0.024269994369922464,"(0.4645992864294679, 0.5205470232727175, 0.4978508941965715, 0.6791147402538117, 0.330753877242354, 0.47733952824709686, 0.5308658397005599, 0.4924220413052115, 0.4002892053726404, 0.651016966254883, 0.5346862802541362, 0.6320620600291192, 0.5973556274408757)",-0.010512074166339027,743
7,-0.003176390044190014,0.024346763120637445,"(0.4645992864294679, 0.5205470232727175, 0.4978508941965715, 0.49150784120227803, 0.330753877242354, 0.47733952824709686, 0.5308658397005599, 0.6795299434770977, 0.4002892053726404, 0.651016966254883, 0.5346862802541362, 0.6320620600291192, 0.5973556274408757)",-0.01032132799860795,733
