seats,mm,pg,vs,eg,ce
6,-0.013630687936948827,0.017523441332838008,"(0.5431948498448262, 0.45720427360159527, 0.6513992323181841, 0.47016973626135933, 0.47401755709484944, 0.643507321996458, 0.49979506876906593, 0.45828742373082165, 0.36561573576594497, 0.45201737742315906, 0.5478468614460702, 0.5546148512374975, 0.5568645476883615)",-0.06882166318287153,734
6,-0.013424776390855875,0.01814130269305976,"(0.5431948498448262, 0.45720427360159527, 0.6513992323181841, 0.47016973626135933, 0.47401755709484944, 0.643507321996458, 0.49979506876906593, 0.45828742373082165, 0.45268700179427596, 0.3622692612956206, 0.5478468614460702, 0.5546148512374975, 0.5568645476883615)",-0.06882166318287153,738
7,0.010452020152213026,0.012060499006204557,"(0.5431948498448262, 0.45720427360159527, 0.5236972809159021, 0.47016973626135933, 0.47401755709484944, 0.643507321996458, 0.49979506876906593, 0.586319777982077, 0.45268700179427596, 0.3622692612956206, 0.5478468614460702, 0.5546148512374975, 0.5568645476883615)",0.007242073371023506,724
7,0.010455136329287518,0.012054266652055556,"(0.5431948498448262, 0.45720427360159527, 0.5236972809159021, 0.47016973626135933, 0.47401755709484944, 0.643507321996458, 0.4869726775317759, 0.5991016589173985, 0.45268700179427596, 0.3622692612956206, 0.5478468614460702, 0.5546148512374975, 0.5568645476883615)",0.0070751305690969725,718
7,0.010354916391245528,0.013001743428599713,"(0.5431948498448262, 0.45720427360159527, 0.5236972809159021, 0.47016973626135933, 0.47401755709484944, 0.643507321996458, 0.4869726775317759, 0.5991016589173985, 0.3598413913691246, 0.45641773091531707, 0.5478468614460702, 0.5546148512374975, 0.5568645476883615)",0.0070751305690969725,724
7,0.010196068380923462,0.014434866274472812,"(0.5431948498448262, 0.45720427360159527, 0.5236972809159021, 0.47016973626135933, 0.5455752684176686, 0.643507321996458, 0.4869726775317759, 0.5991016589173985, 0.3598413913691246, 0.45641773091531707, 0.5478468614460702, 0.4851221640488656, 0.5568645476883615)",0.005646767054637833,720
7,0.01018932455665944,0.014421378625944836,"(0.5431948498448262, 0.45720427360159527, 0.5236972809159021, 0.47016973626135933, 0.5455752684176686, 0.6443793498509983, 0.4869726775317759, 0.5991016589173985, 0.3598413913691246, 0.45641773091531707, 0.5478468614460702, 0.4851221640488656, 0.556080189549253)",0.005646767054637833,730
7,0.01022155875185704,0.013352951583390081,"(0.5431948498448262, 0.45720427360159527, 0.5236972809159021, 0.47343260188087777, 0.5455752684176686, 0.6443793498509983, 0.4869726775317759, 0.5991016589173985, 0.3598413913691246, 0.45641773091531707, 0.5478468614460702, 0.48144025389177797, 0.556080189549253)",0.005646767054637833,730
7,-0.011801652047750077,0.01348389562918582,"(0.5015542372735141, 0.4972870592167567, 0.5236972809159021, 0.47343260188087777, 0.5455752684176686, 0.6443793498509983, 0.4869726775317759, 0.5991016589173985, 0.3598413913691246, 0.45641773091531707, 0.5478468614460702, 0.48144025389177797, 0.556080189549253)",0.005883550974779246,715
7,-0.011781982884192188,0.014106489538308457,"(0.5015542372735141, 0.4972870592167567, 0.5236972809159021, 0.47343260188087777, 0.5455752684176686, 0.6443793498509983, 0.4869726775317759, 0.5991016589173985, 0.3576901116013496, 0.45831331155683935, 0.5478468614460702, 0.48144025389177797, 0.556080189549253)",0.005883550974779246,718
