seats,mm,pg,vs,eg,ce
4,0.03290756829771302,0.0658151365954261,"(0.709851408367129, 0.5658311648037537, 0.7745956746768027, 0.7622057043042796)",0.10175074670222037,395
3,0.059515123904135936,0.11903024780827176,"(0.49718295898340703, 0.7476334249724736, 0.7745956746768027, 0.7622057043042796)",-0.13307406690153958,328
4,0.03766038633067026,0.07532077266134057,"(0.5561772070713618, 0.719208722766566, 0.7745956746768027, 0.7622057043042796)",0.10175074670222037,334
3,0.05957541976999736,0.11915083953999484,"(0.49750783983822683, 0.7481994892907395, 0.7745956746768027, 0.7622057043042796)",-0.13398556499847308,302
3,0.049858597340891264,0.0997171946817827,"(0.49750783983822683, 0.7481994892907395, 0.7937861089010997, 0.7425288488121523)",-0.13398556499847308,277
4,0.04252555654815804,0.08505111309631602,"(0.7317180811156715, 0.5103585948340921, 0.7937861089010997, 0.7425288488121523)",0.10175074670222037,340
3,0.05084523462378199,0.10169046924756386,"(0.7317180811156715, 0.7553046302015334, 0.7937861089010997, 0.48985566392097746)",-0.12182605003835927,317
3,0.04639208916000237,0.09278417832000485,"(0.7235167027877865, 0.7553046302015334, 0.8033973124283327, 0.48985566392097746)",-0.12182605003835927,367
3,0.04150181412755738,0.08300362825511487,"(0.8128404440126019, 0.7553046302015334, 0.7133987342422757, 0.48985566392097746)",-0.12182605003835927,353
3,0.04231191111237287,0.08462382222474574,"(0.8086519325442547, 0.7553046302015334, 0.7124506107131903, 0.48985566392097746)",-0.12182605003835927,348
3,0.050027074279648254,0.10005414855929656,"(0.8086519325442547, 0.7553046302015334, 0.47289627443932697, 0.7263518739006414)",-0.12101789850808524,272
3,0.048526452172211965,0.09705290434442387,"(0.4775349804536076, 0.7553046302015334, 0.8100157149597194, 0.7263518739006414)",-0.12521972783542012,267
3,0.06911579190352612,0.13823158380705225,"(0.4775349804536076, 0.7553046302015334, 0.7678333356722848, 0.7691398178061061)",-0.12521972783542012,287
3,0.04377634052742718,0.08755268105485431,"(0.4775349804536076, 0.7553046302015334, 0.820051109404274, 0.7173868217660568)",-0.12521972783542012,243
3,0.06279049487238675,0.1255809897447735,"(0.4775349804536076, 0.7553046302015334, 0.7819231727619742, 0.7553155025035955)",-0.12521972783542012,265
3,0.06338176305611598,0.1267635261122319,"(0.4775349804536076, 0.7553046302015334, 0.756157072054899, 0.7803996695783609)",-0.12521972783542012,241
3,0.05998626005245289,0.11997252010490583,"(0.4775349804536076, 0.7553046302015334, 0.750137797391036, 0.7879624069291501)",-0.12521972783542012,272
3,0.060124282167341114,0.12024856433468212,"(0.4777618012777569, 0.7553046302015334, 0.7509167066747379, 0.7879624069291501)",-0.12617405423925754,286
3,0.06298680579884741,0.12597361159769493,"(0.4707748260724674, 0.7597677495222696, 0.7509167066747379, 0.7879624069291501)",-0.1245512338276589,270
3,0.06898420431910324,0.13796840863820653,"(0.4707748260724674, 0.7597677495222696, 0.7754349311515525, 0.7623788249781634)",-0.1245512338276589,247
3,0.0716189020387924,0.14323780407758474,"(0.4707748260724674, 0.7597677495222696, 0.7701843080650191, 0.7676669927703865)",-0.1245512338276589,267
3,0.07187799421825691,0.14375598843651366,"(0.4694455452083746, 0.7597677495222696, 0.7704772202112541, 0.7676669927703865)",-0.12380173845684024,259
3,0.055836820970223244,0.11167364194044649,"(0.4694455452083746, 0.7597677495222696, 0.738168662873211, 0.8051435833062129)",-0.12380173845684024,243
3,0.04746751102153979,0.09493502204307969,"(0.4694455452083746, 0.7597677495222696, 0.8223591797269055, 0.72190701949917)",-0.12380173845684024,274
3,0.0698242765385827,0.13964855307716528,"(0.4694455452083746, 0.7597677495222696, 0.7743282069194601, 0.7633031087598958)",-0.12380173845684024,271
3,0.0698242765385827,0.13964855307716528,"(0.4694455452083746, 0.7743282069194601, 0.7597677495222696, 0.7633031087598958)",-0.12380173845684024,271
4,0.05557982974125897,0.11115965948251794,"(0.5036365443881101, 0.7743282069194601, 0.7597677495222696, 0.7405163207503366)",0.10175074670222037,259
4,0.04350076424555671,0.08700152849111337,"(0.5565226909984604, 0.7497771767526201, 0.7597677495222696, 0.7405163207503366)",0.10175074670222037,321
4,0.050730488641693605,0.10146097728338727,"(0.5312710005686307, 0.7660911151372009, 0.7597677495222696, 0.7405163207503366)",0.10175074670222037,273
3,0.06502960344453035,0.13005920688906059,"(0.476253688434435, 0.7660911151372009, 0.7597677495222696, 0.7894867624469143)",-0.14373179796956584,275
3,0.0468190909062981,0.0936381818125962,"(0.476253688434435, 0.8285175928918883, 0.7597677495222696, 0.7322798954292461)",-0.14373179796956584,302
3,0.06250176821947706,0.12500353643895418,"(0.476253688434435, 0.7607848266841073, 0.7597677495222696, 0.7942918148940336)",-0.14373179796956584,305
3,0.054705654096814715,0.10941130819362971,"(0.476253688434435, 0.8111653200146557, 0.7597677495222696, 0.7464738753140805)",-0.14373179796956584,258
3,0.06742340213302189,0.13484680426604378,"(0.476253688434435, 0.7700789467212107, 0.7597677495222696, 0.7838993992769577)",-0.14373179796956584,339
3,0.0674520615675126,0.1349041231350252,"(0.47209225675199556, 0.7700789467212107, 0.7597677495222696, 0.7879461932214343)",-0.14400831986414117,299
3,0.060201790627052,0.12040358125410405,"(0.47209225675199556, 0.8035179711005022, 0.7597677495222696, 0.7566496408384362)",-0.14400831986414117,218
3,0.05973242423496106,0.11946484846992245,"(0.4680128084385007, 0.8094748849823602, 0.7597677495222696, 0.7566496408384362)",-0.14539651563791833,246
3,0.06045281004742198,0.12090562009484412,"(0.7981354948613789, 0.47647065530963867, 0.7597677495222696, 0.7566496408384362)",-0.14320575463476765,238
3,0.060423824038102314,0.12084764807620457,"(0.4745228253601605, 0.8001992688481362, 0.7597677495222696, 0.7566496408384362)",-0.1433165496026278,216
3,0.06155856486085254,0.12311712972170519,"(0.758321358397607, 0.8001992688481362, 0.7597677495222696, 0.47165557962832994)",-0.1423408090453384,227
3,0.05238573482769049,0.10477146965538103,"(0.758321358397607, 0.8001992688481362, 0.49493809136809436, 0.7463589411293857)",-0.1514325137609212,247
3,0.05013469927453873,0.1002693985490774,"(0.804184250630092, 0.7533021979669555, 0.49493809136809436, 0.7463589411293857)",-0.1514325137609212,283
3,0.04533986852288774,0.09067973704577553,"(0.804184250630092, 0.7373737373737373, 0.49818895378148004, 0.7463589411293857)",-0.1383317070990712,312
3,0.04480147825413294,0.08960295650826583,"(0.804184250630092, 0.7344923509746764, 0.4974611284574384, 0.7463589411293857)",-0.13441571016781248,278
